event_date,year,cartel_a,cartel_b,fatalities,admin1,location,latitude,longitude,notes
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Siltepec,15.5554,-92.3248,"Around 20 July 2024 (between 20 - 21 July), in Siltepec, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,20 de Noviembre,14.9773,-92.2646,"Around 20 July 2024 (between 20 - 21 July), close to 20 de Noviembre, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Zacualpa,15.1682,-92.6271,"Around 20 July 2024 (between 20 - 21 July), in Zacualpa, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-20,2024,CJNG,Sinaloa Cartel,0,Chiapas,Piedra Labrada,15.6806,-92.3036,"Around 20 July 2024 (between 20 - 21 July), in Piedra Labrada, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. Casualties unknown."
2024-07-22,2024,CJNG,Sinaloa Cartel,1,Chiapas,Siltepec,15.5554,-92.3248,"On 22 July 2024, in Siltepec, Chiapas, rival criminal groups, likely members of the Sinaloa Cartel and the CJNG, engaged in armed clashes. At least one mas was killed during the clash. Clashes have been ongoing in the area since 20 July. The clashes have caused more than 600 people to displace and seek refuge in Guatemala. At least 1 fatality."
2024-07-24,2024,CJNG,Sinaloa Cartel,0,Chiapas,Amatenango de la Frontera,15.4347,-92.1156,"On 24 July 2024, in Amatenango de la Frontera, Chiapas, members of the CJNG and the Sinaloa Cartel clashed using drones with explosives and vehicles. Clashes between these two groups have been ongoing since 20 July (coded separately). Casualties unknown."
2024-08-17,2024,CJNG,Sinaloa Cartel,7,Nayarit,El Aserradero,22.8449,-105.1227,"Around 17 August 2024, close to El Aserradero, Nayarit, members of the CJNG and the Sinaloa Cartel engaged in an armed clash between Aserradero and La Guacamaya. Seven men were killed as a result. 7 fatalities."
2024-08-19,2024,Chiapas and Guatemala,Sinaloa Cartel,0,Chiapas,Chicomuselo,15.7449,-92.2833,"On 19 August 2024, in Chicomuselo, Chiapas, there was an armed clash between criminal members. According to local sources, members of the Chiapas and Guatemala Cartel-allied with the CJNG-repelled the incursion of a cell of the Sinaloa Cartel, resulting in a series of shootouts and blockades on the access roads to the town. The criminal members forced the residents to block the entrance to the co…"
2024-08-25,2024,CJNG,Sinaloa Cartel,5,Chiapas,Bejucal de Ocampo,15.4554,-92.1583,"On 25 August 2024, in Bejucal de Ocampo, Chiapas, members of the CJNG and the Sinaloa Cartel clashed in the Barrio Reforma area. At least five residents were killed, though other repots suggest that 10 people were killed. At least 700 residents fled the area after the clashes. At least 5 fatalities."
2024-08-29,2024,CJNG,La Familia Michoacana,1,Guanajuato,Leon de los Aldama,21.122,-101.6832,"On 29 August 2024, in Leon de los Aldama, Guanajuato, a member of La Familia Michoacana killed a leader of the CJNG in Guanajuato, who was also a former member of La Tecampanera self-defense group. The execution was recorded in a video that was later published. 1 fatality."
2024-09-08,2024,La Empresa,Sinaloa Cartel,2,Chihuahua,Manuel Benavides,29.1049,-103.9063,"On 8 September 2024, in Manuel Benavides, Chihuahua, members of the Sinaloa Cartel and La Empresa Gang (armed wing of the Juarez cartel) clashed and two people were killed. The clash occurred in amid at least two other clashes between gangs in the municipality (coded separately). Authorities later deployed at least 70 army officers to reinforce security in the area. 2 fatalities."
2024-09-08,2024,La Empresa,Sinaloa Cartel,1,Chihuahua,Manuel Ojinaga,29.5645,-104.4157,"On 8 September 2024, in Manuel Ojinaga, Chihuahua, a man was killed in a clash between members of the Sinaloa Cartel and La Empresa Gang (armed wing of the Juarez cartel). The victim was located inside a vehicle along with chargers and firearms. The clash occurred in amid at least two other clashes between gangs in the municipality (coded separately). Authorities later deployed at least 70 army o…"
2024-09-08,2024,La Empresa,Sinaloa Cartel,1,Chihuahua,El Mulato,29.3954,-104.1691,"Around 8 September 2024 (as reported), in El Mulato, Chihuahua, a person was killed during a clash between members of the Sinaloa Cartel and La Empresa Gang, armed wing of the Juarez cartel. The victim was located next to a burned vehicle and dozens of ballistic casings. The clash occurred in amid at least two other clashes between gangs in the municipality (coded separately). Authorities later d…"
2024-09-09,2024,Los Chapitos (Sinaloa),Los Mayitos,1,Sinaloa,Costa Rica,24.5895,-107.392,"On 9 September 2024, in Costa Rica, Sinaloa, there was an armed clash between gangs (likely Los Chapitos Gang and Los Mayitos Gang) on the Mexico 15 road. A man was killed and his body was found among vehicles that were blocking the road 500 m. south of Splash club. The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the mu…"
2024-09-09,2024,Los Chapitos (Sinaloa),Los Mayitos,4,Sinaloa,Culiacan Rosales,24.8088,-107.394,"On 9 September 2024, in Culiacan Rosales, Sinaloa, members of Los Mayitos gang and Los Chapitos gang started a clash during the early morning hours. It is suspected that the clash began after Los Mayitos' security chief ordered to fight Los Chapitos in response to the arrest of Sinaloa Cartel leader Ismael Mayo Zambada (coded separately). State, federal, and military police were deployed to preve…"
2024-09-09,2024,La Empresa,Sinaloa Cartel,2,Chihuahua,El Mulato,29.3954,-104.1691,"Around 9 September 2024 (as reported), in El Mulato, Chihuahua, two people were killed and their bodies were found in front of a funeral home. The victims were killed during a clash between members of the Sinaloa Cartel and La Empresa Gang, armed wing of the Juarez cartel in amid at least two other clashes between gangs in the municipality (coded separately). 2 fatalities."
2024-09-10,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,Culiacan Rosales,24.8088,-107.394,"On 10 September 2024, in Culiacan Rosales, Sinaloa, armed individuals on vehicles clashed by pantheon San Martin, La Costerita bridge and along International Mexico 15 road, moving towards the south of the municipality. An alternative version indicates that there was no clash, but armed individuals shot into the air. Army officers chased the vehicles until the village of Los Arrayanes, where they…"
2024-09-11,2024,CJNG,Chiapas and Guatemala,0,Chiapas,Fraccion la Esperanza el Tumbi,16.1976,-93.2837,"On 11 September 2024, in Fraccion la Esperanza el Tumbi, Chiapas, there was an armed clash between rival members of criminal groups over the control for the territory. According to one of the sources, police reports state that the clash was between the CJNG and the CCYG. This event was replicated in another location (coded separately). Casualties unknown."
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,La Loma,24.3802,-107.2261,"On 11 September 2024, in La Loma (Loma de Redo), Sinaloa, there was an armed clash between rival armed groups. This event was replicated in other locations in the municipality (coded separately). The armed men also shot at a vehicle from a farm company. The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of…"
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,Obispo,24.3066,-107.1018,"On 11 September 2024, in Obispo, Sinaloa, there was an armed clash between rival armed groups. This event was replicated in other locations in the municipality (coded separately). The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of Culiacan that started on 9 September. Casualties unknown."
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,2,Sinaloa,Culiacan Rosales,24.8088,-107.394,"On 11 September 2024, in Culiacan Rosales, Sinaloa, for the third day in a row, armed individuals from criminal groups clashed in different parts of the city. The armed men also shot at a urban vehicle and set it on fire to set a (narco) roadblock on the area of La Costerita, Obregon and Brarrancos. One person was killed and another two were injured. The event was recorded in video and shared on…"
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,Baila,24.1825,-106.973,"On 11 September 2024, in Baila, Sinaloa, there was an armed clash between rival armed groups. This event was replicated in other locations in the municipality (coded separately). The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of Culiacan that started on 9 September. Casualties unknown."
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,Jacola,24.189,-107.1521,"On 11 September 2024, in Jacola, Sinaloa, there was an armed clash between rival armed groups. This event was replicated in other locations in the municipality (coded separately). The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of Culiacan that started on 9 September. Casualties unknown."
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,0,Sinaloa,Pueblo Nuevo de Canachi,24.1405,-107.1067,"On 11 September 2024, in Pueblo Nuevo de Canachi, Sinaloa, there was an armed clash between rival armed groups. This event was replicated in other locations in the municipality (coded separately). The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of Culiacan that started on 9 September. Casualties unknown."
2024-09-11,2024,Los Chapitos (Sinaloa),Los Mayitos,2,Sinaloa,Quila,24.4246,-107.2196,"On 11 September 2024, in Quila, Sinaloa, there was an armed clash between dozens of armed men from criminal groups. The event was recorded in video and shared on social media. Four people who were workers were injured with stray bullets. The armed individuals also set a (narco) roadblock. Another (narco) roadblock was also replicated in Culiacan city and Elota municipality (coded separately). Acc…"
2024-09-12,2024,CJNG,Sinaloa Cartel,11,Nayarit,Huajicori,22.6396,-105.3315,"On 12 September 2024, in Huajicori, Nayarit, there was an armed clash between members of the Sinaloa Cartel and the Jalisco New Generation Cartel. At least eleven armed men were killed. 11 fatalities."
2024-09-19,2024,Los Chapitos (Sinaloa),Los Mayitos,1,Sinaloa,Culiacan Rosales,24.8088,-107.394,"Around 19 September 2024 (as reported), in Culiacan Rosales, Sinaloa, a woman was killed by suspected members of Los Mayitos and her body was found with a frog in her mouth and a walkie talkie next to her. The walkie-talkie is suspected to mean the woman is the eyes and ears for the Los Chapos and the frog is suspected to mean she is a traitor. The event is likely related to the ongoing fight bet…"
2024-09-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Los Charcos,19.0217,-102.5084,"On 20 September 2024, in Los Charcos, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties."
2024-09-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Los Tepetates,19.0922,-102.3208,"On 20 September 2024, in Los Tepetates, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties."
2024-09-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Las Bateas,18.9906,-102.4858,"On 20 September 2024, in Las Bateas, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties."
2024-09-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,El Llano Grande,18.9924,-102.5366,"On 20 September 2024, in El Llano Grande, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties."
2024-09-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,El Alcalde,18.9583,-102.4589,"On 20 September 2024, in El Alcalde, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties."
2024-09-26,2024,Los Chapitos (Sinaloa),Los Mayitos,8,Sinaloa,Loberas,23.4956,-105.8396,"On 26 September 2024, in Loberas, Sinaloa, suspected members of Los Chapitos Gang and Los Mayitos Gang clashed. Eight men were killed and another was injured. The event is likely related to the ongoing fight between the Sinaloa Cartel factions in the municipality of Culiacan that started on 9 September (coded separately). 8 fatalities."
2024-10-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Puerta Chica,19.1913,-102.2075,"On 20 October 2024, in Puerta Chica, Michoacan de Ocampo, armed groups clashed. According to military sources, the Jalisco New Generation Cartel (CJNG) and Los Caballeros Templarios Gang were involved in this clash. This event is linked to a clash that took place the same day in Los Bancos (coded separately). Casualties unknown."
2024-10-20,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Los Bancos,19.1828,-102.2077,"On 20 October 2024, in Los Bancos, Michoacan de Ocampo, armed groups clashed. According to military sources, the Jalisco New Generation Cartel (CJNG) and Los Caballeros Templarios Gang were involved in this clash. This event is linked to a clash that took place the same day in Puerta Chica, also known as Barrio Seco (coded separately). Casualties unknown."
2024-11-08,2024,CJNG,Caballeros Templarios,1,Michoacan de Ocampo,El Capire,19.1235,-102.0162,"On 8 November 2024, in El Capire, Michoacan de Ocampo, members of Los Caballeros Templarios Gang and the Jalisco New Generation Cartel (CJNG) clashed. This event is related to other clashes that took place in El Alcalde, Las Bateas, Los Tepetates, and Los Charcos (coded separately). Military, National Guard, and Civil Guard officers arrived at the scene and clashed with armed individuals, killing…"
2024-11-08,2024,CJNG,Caballeros Templarios,1,Michoacan de Ocampo,Los Charcos,19.0217,-102.5084,"On 8 November 2024, in Los Charcos, Michoacan de Ocampo, members of Los Caballeros Templarios Gang and the Jalisco New Generation Cartel (CJNG) clashed. This event is related to other clashes that took place in El Alcalde, Las Bateas, Los Tepetates, and El Capire (coded separately). Military, National Guard, and State Police officers arrived at the scene and clashed with armed individuals, killin…"
2024-11-08,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Los Tepetates,19.0922,-102.3208,"On 8 November 2024, in Los Tepetates, Michoacan de Ocampo, members of Los Caballeros Templarios Gang and the Jalisco New Generation Cartel (CJNG) clashed. This event is related to other clashes that took place in El Alcalde, Las Bateas, Los Charcos, and El Capire (coded separately). Military, National Guard, and Civil Guard officers arrived at the scene and arrested one of the armed individuals,…"
2024-11-08,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Las Bateas,18.9906,-102.4858,"On 8 November 2024, in Las Bateas, Michoacan de Ocampo, members of Los Caballeros Templarios Gang and the Jalisco New Generation Cartel (CJNG) clashed. This event is related to other clashes that took place in El Alcalde, Los Tepetates, Los Charcos, and El Capire (coded separately). Casualties unknown."
2024-11-08,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,El Alcalde,18.9583,-102.4589,"On 8 November 2024, in El Alcalde, Michoacan de Ocampo, members of Los Caballeros Templarios Gang and the Jalisco New Generation Cartel (CJNG) clashed. This event is related to other clashes that took place in Las Bateas, Los Tepetates, Los Charcos, and El Capire (coded separately). Casualties unknown."
2024-11-09,2024,CJNG,Santa Rosa de Lima,10,Queretaro,Santiago de Queretaro,20.5934,-100.39,"On 9 November 2024, in Santiago de Queretaro, Queretaro, according to witnesses, four suspected members of the Santa Rosa de Lima Cartel entered Los Cantaritos bar on Circunvalacion avenue, in Colonia San Javier, and shot and killed 10 people (seven men and three women). 13 other people were injured. According to security authorities, the attack targeted one of the killed men, who was the leader…"
2024-11-16,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Paracuaro,19.1458,-102.22,"On 16 November 2024, in Paracuaro, Michoacan, there was an armed clash between members of the CJNG and Los Caballeros Templarios. The clash started in another location in the municipality (coded separately). A man was shot and injured with a stray bullet."
2024-11-16,2024,CJNG,Caballeros Templarios,0,Michoacan de Ocampo,Los Bancos,19.1828,-102.2077,"On 16 November 2024, in Los Bancos, Michoacan, there was an armed clash between members of the CJNG and Los Caballeros Templarios gang. The clash also occurred in the center of the municipality (coded separately). Casualties unknown."
2024-11-22,2024,Los Escorpiones,Los Zetas Vieja Escuela,6,Tamaulipas,Plan de Alazan,25.3611,-98.0441,"Around 22 November 2024 (as reported), on San Fernando-Reynosa road (coded to Plan de Alazan), Tamaulipas, suspected members of Los Escorpiones Gang killed six suspected members of Los Zetas Vieja Escuela Gang and their bodies were found with signs of torture, gunshot wounds, and the hands tied by Brecha 113, which leads to Ejido Martin Rocha, near Ejido Plan de Alazan. Some of the bodies were pi…"
2024-11-29,2024,Los Chapitos (Sinaloa),Los Mayitos,1,Sinaloa,Culiacan Rosales,24.8088,-107.394,"Around 29 November 2024 (as reported), in Culiacan Rosales, Sinaloa, members of Los Chapitos Gang raided and killed a member of the MF Group of Los Mayitos Gang. The victim was accused to be the perpetrators of an attack against a local video game business. The event was recorded in video and shared on social media. 1 fatality."
